1690848000.0	1690848600.0	C
1690848660.0	1690852560.0	D
1690852620.0	1690852740.0	C
1690852800.0	1690904040.0	B
1690904100.0	1690904820.0	C
1690904880.0	1690909620.0	D
1690909680.0	1690909800.0	C
1690909860.0	1690920960.0	B
1690921020.0	1690921740.0	C
1690921800.0	1690925760.0	D
1690925820.0	1690925880.0	C
1690925940.0	1690929000.0	B
1690929060.0	1690929660.0	C
1690929720.0	1690933140.0	D
1690933200.0	1690933320.0	C
1690933380.0	1690933860.0	B
1690933920.0	1690934580.0	C
1690934640.0	1690939020.0	D
1690939080.0	1690939200.0	C
1690939260.0	1690985520.0	B
1690985580.0	1690986420.0	C
1690986480.0	1690990620.0	D
1690990680.0	1690990800.0	C
1690990860.0	1690991040.0	B
1690991100.0	1690991460.0	C
1690991520.0	1690995660.0	D
1690995720.0	1690995840.0	C
1690995900.0	1691003280.0	B
1691003340.0	1691003640.0	C
1691003700.0	1691004780.0	D
1691004840.0	1691004960.0	C
1691005020.0	1691005080.0	B
1691005140.0	1691005440.0	C
1691005500.0	1691007900.0	D
1691007960.0	1691008020.0	C
1691008080.0	1691015400.0	B
1691015460.0	1691015760.0	D
1691015820.0	1691015940.0	C
1691016000.0	1691016120.0	B
1691016180.0	1691016900.0	C
1691016960.0	1691019420.0	D
1691019480.0	1691019480.0	C
1691019540.0	1691043180.0	B
1691043240.0	1691050200.0	D
1691050260.0	1691050380.0	C
1691050440.0	1691056500.0	B
1691056560.0	1691057460.0	C
1691057520.0	1691061660.0	D
1691061720.0	1691061780.0	C
1691061840.0	1691073240.0	B
1691073300.0	1691077020.0	C
1691077080.0	1691081880.0	D
1691081940.0	1691082060.0	C
1691082120.0	1691101740.0	B
1691101800.0	1691102100.0	C
1691102160.0	1691106060.0	D
1691106120.0	1691106180.0	C
1691106240.0	1691108280.0	B
1691108340.0	1691108700.0	C
1691108760.0	1691112240.0	D
1691112300.0	1691112360.0	C
1691112420.0	1691133720.0	B
1691133780.0	1691134080.0	C
1691134140.0	1691134260.0	D
1691134320.0	1691134380.0	C
1691134440.0	1691138700.0	D
1691138760.0	1691138880.0	C
1691138940.0	1691139660.0	B
1691139720.0	1691140800.0	C
1691140860.0	1691145120.0	D
1691145180.0	1691145300.0	C
1691145360.0	1691148120.0	B
1691148180.0	1691148720.0	C
1691148780.0	1691159220.0	B
1691159280.0	1691160000.0	C
1691160060.0	1691164200.0	D
1691164260.0	1691164320.0	C
1691164380.0	1691171160.0	B
1691171220.0	1691172120.0	C
1691172180.0	1691174880.0	D
1691174940.0	1691176860.0	C
1691176920.0	1691178780.0	D
1691178840.0	1691178960.0	C
1691179020.0	1691179800.0	B
1691179860.0	1691181420.0	C
1691181480.0	1691184240.0	D
1691184300.0	1691185440.0	C
1691185500.0	1691187120.0	D
1691187180.0	1691187360.0	C
1691187420.0	1691194020.0	B
1691194080.0	1691194740.0	C
1691194800.0	1691198700.0	D
1691198760.0	1691199180.0	C
1691199240.0	1691201940.0	B
1691202000.0	1691202720.0	C
1691202780.0	1691206560.0	D
1691206620.0	1691206740.0	C
1691206800.0	1691240580.0	B
1691240640.0	1691245380.0	C
1691245440.0	1691249220.0	D
1691249280.0	1691249340.0	C
1691249400.0	1691279160.0	B
1691279220.0	1691279580.0	C
1691279640.0	1691282940.0	D
1691283000.0	1691283300.0	C
1691283360.0	1691309700.0	B
1691309760.0	1691310060.0	C
1691310120.0	1691314560.0	D
1691314620.0	1691315160.0	C
1691315220.0	1691325240.0	B
1691325300.0	1691326380.0	C
1691326440.0	1691330340.0	D
1691330400.0	1691330460.0	C
1691330520.0	1691350740.0	B
1691350800.0	1691351040.0	C
1691351100.0	1691355000.0	D
1691355060.0	1691355120.0	C
1691355180.0	1691356680.0	B
1691356740.0	1691357460.0	C
1691357520.0	1691361420.0	D
1691361480.0	1691361600.0	C
1691361660.0	1691365080.0	B
1691365140.0	1691366520.0	C
1691366580.0	1691368800.0	D
1691368860.0	1691369160.0	C
1691369220.0	1691369400.0	B
1691369460.0	1691369940.0	C
1691370000.0	1691371260.0	D
1691371320.0	1691371560.0	C
1691371620.0	1691392560.0	B
1691392620.0	1691392920.0	C
1691392980.0	1691394780.0	D
1691394840.0	1691394960.0	C
1691395020.0	1691418540.0	B
1691418600.0	1691422320.0	C
1691422380.0	1691426880.0	D
1691426940.0	1691427060.0	C
1691427120.0	1691434740.0	B
1691434800.0	1691435280.0	C
1691435340.0	1691439660.0	D
1691439720.0	1691439840.0	C
1691439900.0	1691440380.0	B
1691440440.0	1691441040.0	C
1691441100.0	1691443560.0	D
1691443620.0	1691444280.0	C
1691444340.0	1691452680.0	B
1691452740.0	1691453040.0	C
1691453100.0	1691455200.0	D
1691455260.0	1691455380.0	C
1691455440.0	1691475480.0	B
1691475540.0	1691476080.0	C
1691476140.0	1691477580.0	B
1691477640.0	1691478120.0	C
1691478180.0	1691479800.0	D
1691479860.0	1691480220.0	C
1691480280.0	1691482560.0	B
1691482620.0	1691482920.0	C
1691482980.0	1691486520.0	D
1691486580.0	1691486700.0	C
1691486760.0	1691488080.0	B
1691488140.0	1691488500.0	C
1691488560.0	1691491200.0	D
1691491260.0	1691491380.0	C
1691491440.0	1691538960.0	B
